ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Media_IDs,Sense_IDs,Gloss_POS,Lexical_Entries
XV000638,sid,ʔooso danʧa gede lossiɗɗe,ʔoos\t-o\tdanʧa gede\tlossiɗ\t-ɗe,children\tNOM\twell\tbring_up\tIMP.PL,Bring up your children well,,,VII 17-4,,SN002175,n\tn:Any\tadverbial\tv\tv:Any,ʔooso\t-o 2\tdanʧa gede\tlossiɗi\t-ɗe
XV000639,sid,lubbote heeɗino,lubb\t-o\t-te\theeɗ\t-ino,life\tOBL\tDAT.U\tbe\tPST.IMPF.3K,He was alive,,,VI 3-3,,SN002180,n\tn:Any\tcase\tv\tv:Any,lubbo\t-o 3\t-te 6\theeɗi\t-ino
XV000640,sid,lubbote heeɗenna ʔafiɗoommosi,lubb\t-o\t-te\theeɗ\t-e\t-nna\tʔafiɗ\t-oommo\t-si,life\tOBL\tDAT.U\tbe\tCVB.3K\tNS\tsee_for_oneself\tPST.IMPF.1M\t3K.ACC/DAT,I found him alive,,,VI 3-3,,SN002185,n\tn:Any\tcase\tv\tv:Any\tv:Any\tv\tv:Any\tn:Any,lubbo\t-o 3\t-te 6\theeɗi\t-e 3\t-nna 4\tʔafiɗi\t-oommo\t-si 2
XV000641,sid,dibbe luuttanno,dibb\t-e\tluut\t-tanno,small_drum\tNOM\tproduce_a_sound\tPST.IMPF.3T,The drum resounds,,,XXI 9-7,,SN002195,n\tn:Any\tv\tv:Any,dibbe\t-e 4\tluuti\t-tanno 2
XV000642,sid,maira daootto?,maira\tda\t-ootto\t?,why?_for_what?\tcome\tPST.IMPF.2M\t,Why did you come (for what)?,,,I 39-2,,SN002196,pro\tv\tv:Any\t,maira\tdaí\t-ootto\t
XV000643,sid,kuni maati,kun\t-i\tma\t-a\t-a\t-ti,this\tNOM.MOD\twhat\tACC\tEV\tCOP,What is this?,,,I 1-1,,SN002196,pro\tn:Any\tpro\tn:Any\tAttaches to any category\tcopula,konne 2\t-i 3\tma\t-a 1\t-V\t-ti 1
XV000644,sid,gagasikki giddo mai no?,gagas\t-i\t-kki\tgidd\t-o\tma\t-i\tno\t?,breast\tGEN.MOD\t2SG.POSS\tinside\tACC\twhat\tNOM.MOD\texist\t,What is inside your breast?,,,I 10-7,,SN002196,n\tn:Any\tPronoun\tn\tn:Any\tpro\tn:Any\tv\t,gagaso\t-i 4\t-kki 2\tgiddo 2\t-o 1\tma\t-i 3\tno\t
XV000645,sid,seennu maakʼkʼiʧʧo baiɗa dibatʼtʼanno,seenn\t-u\tmaakʼkʼiʧʧ\t-o\tbaiɗ\t-a\tdi=\tbatʼ\t-tanno,female\tNOM.U\twater-pot\tACC\tcarry_on_the_back\tINF.ACC\tNEG=\tlike\tPST.IMPF.3T,Girls do not like to carry waterpots on their backs,,,IV 9-2,,SN002205,n\tn:Any\tn\tn:Any\tv\tv:Any\tprefix\tv\tv:Any,seenne\t-u 3\tmaakʼkʼiʧʧo\t-o 1\tbaiɗi 1\t-a 9\tdi=\tbatʼi\t-tanno 2
XV000646,sid,mitto maammaʃʃa maammahinsa,mitt\t-o\tmaammaʃʃ\t-a\tmaammah\t-i\t-nsa,one\tACC\tproverb\tACC\ttell_a_proverb\tPRF.3K\t3PL.ACC/DAT,He told them a proverb,,,III 54-3,,SN002210,numeral\tn:Any\tn\tn:Any\tv\tv:Any\tPronoun,mitto\t-o 1\tmaammaʃʃa\t-a 1\tmaammahi\t-í\t-nsa
XV000647,sid,mitto maammaʃʃa maammahiʔe,mitt\t-o\tmaammaʃʃ\t-a\tmaammah\t-i\t-ʔe,one\tACC\tproverb\tACC\ttell_a_proverb\tIMP.SG\t1SG.ACC/DAT,Tell me a proverb!,,,III 54-6,,SN002211,numeral\tn:Any\tn\tn:Any\tv\tv:Any\tPronoun,mitto\t-o 1\tmaammaʃʃa\t-a 1\tmaammahi\t-i 2\t-ʔe
XV000648,sid,suʔmikki maassamo,suʔm\t-i\t-kki\tmaassam\t-o,name\tNOM.MOD\t2SG.POSS\tbe_blessed\tJUSS.3K,Your name be blessed!,,,I 49-3,,SN002217,n\tn:Any\tPronoun\tv\tv:Any,suʔma\t-i 3\t-kki 2\tmaassami\t-o 4
XV000649,sid,maganu maassiɗo,magan\t-u\tmaassiɗ\t-o,God\tNOM.U\tpraise\tJUSS.3K,May God bless (greeting to one who is working in the field),,,VII 20-5,,SN002219,n\tn:Any\tv\tv:Any,magano\t-u 3\tmaassiɗi\t-o 4
XV000650,sid,beetto konne maassiʔno,beett\t-o\tkonn\t-e\tmaassiʔ\t-no,girl\tACC\tthis\tACC\tpraise\tJUSS.1PL,Let´s praise this boy,,,II 20-13,,SN002219,n\tn:Any\tpro\tn:Any\tv\tv:Any,beetto\t-o 1\tkonne 2\t-e 2\tmaassiɗi\t-no 4
XV000651,sid,ʔanninke maatto kulannonke,ʔann\t-i\t-nke\tmaatto\tkul\t-anno\t-nke,father\tNOM.MOD\t1PL.POSS\tfolk_tales\ttell\tIMPF.3K\t1PL.ACC/DAT,Our father tells us folk tales,,,VII 2-8,,SN002223,n\tn:Any\tPronoun\tn\tv\tv:Any\tPronoun,ʔanna\t-i 3\t-nke 2\tmaatto\tkuli\t-anno\t-nke 2
XV000652,sid,ʔise ʔoosokkira baiɗatenso maaʔnete?,ʔis\t-e\tʔooso\t-kki\t-ra\tbaiɗ\t-a\t-te\t=nso\tmaaʔne\t-te\t?,3T\tNOM\tchildren\t2SG.POSS\tDAT\tbig\tACC\tCOP\t=or\tyounger\tCOP\t,Is she the older or younger one of your children?,,,II 7-5,,SN002225,pro\tn:Any\tn\tPronoun\tcase\tadjective\tn:Any\tcopula\tconjunction\tadjective\tcopula\t,ʔise 1\t-e 4\tʔooso\t-kki 2\t-ra 1\tbaiɗa\t-a 1\t-te 2\t=nso\tmaaʔne\t-te 2\t
XV000653,sid,teennu madakki ʔaana ʔofolloonkena hooli,teenn\t-u\tmada\t-kki\tʔaan\t-a\tʔofoll\t-oonke\t-na\thool\t-i,flies\tNOM.U\twound\t2SG.POSS\ttopside\tACC\tsit_down\tNEG.JUS.3K\tand therefore\tprevent\tIMP.SG,Prevent the flies from sitting on your wound,,,VII 22-1,,SN002227,n\tn:Any\tn\tPronoun\tn\tn:Any\tv\tv:Any\tconjunction\tv\tv:Any,teenne\t-u 3\tmada\t-kki 2\tʔaana 1\t-a 1\tʔofolli\t-oonke\t-na 1\thooli\t-i 2
XV000654,sid,madaada gantu,madaad\t-a\tgan\t-tu,fence\tACC\tbeat\tPRF.3T,The put up a fence around the tomb,,,IX 47-4,,SN002228,n\tn:Any\tv\tv:Any,madaada\t-a 1\tgani\t-tu 2
XV000655,sid,maʤʤa manʧooti,maʤʤ\t-a\tmanʧ\t-o\t-o\t-ti,very_rich\tACC\tman\tACC\tEV\tCOP,He is a very rich man,,,VII 35-8,,SN002235,adjective\tn:Any\tn\tn:Any\tAttaches to any category\tcopula,maʤʤa\t-a 1\tmanʧo\t-o 1\t-V\t-ti 1
XV000656,sid,ʔisi ʔanenni maʤʤa gede roore ʔairradooti,ʔis\t-i\tʔane\t-nni\tmaʤʤ\t-a\tged\t-e\troor\t-e\tʔairrad\t-o\t-o\t-ti,3K\tNOM\t1SG.OBL\tABL\tvery_rich\tACC\tin_order_to\tACC\tbe_better\tCVB.3K\theavy\tACC\tEV\tCOP,He is very much more honorable than I,,,VII 55-2,,SN002236,pro\tn:Any\tpro\tcase\tadjective\tn:Any\tsubordinator\tn:Any\tv\tv:Any\tadjective\tn:Any\tAttaches to any category\tcopula,ʔise 2\t-i 5\tʔane 1\t-nni 1\tmaʤʤa\t-a 1\tgede 4\t-e 2\troori\t-e 3\tʔairrado\t-o 1\t-V\t-ti 1
XV000657,sid,maganaanʧu nafara haɗe daanni noommo,maganaanʧ\t-u\tnafar\t-a\thaɗ\t-e\tda\t-a\t-nni\tno\t-ommo,witchdoctor\tNOM.U\tdoor_opening\tACC\tgo\tCVB.1SG\tcome\tPART\tABL\texist\tPST.IMPF.1M,I am coming from the witchdoctor´s house,,,IV 39-1,,SN002238,n\tn:Any\tn\tn:Any\tv\tv:Any\tv\tv:Any\tcase\tv\tv:Any,maganaanʧo\t-u 3\tnafara\t-a 1\thaɗi\t-e 1\tdaí\t-a 7\t-nni 1\tno\t-oommo
XV000658,sid,makeenaʔya ʔagari,makeen\t-a\t-ʔya\tʔagar\t-i,car\tACC\t1SG.POSS\tguard\tIMP.SG,Watch my car!,,,II 29-3,,SN002252,n\tn:Any\tPronoun\tv\tv:Any,makeena\t-a 1\t-ʔya\tʔagari\t-i 2
XV000659,sid,doogo haɗanni noommona makʼkʼallitootiʔe,doog\t-o\thaɗ\t-a\t-nni\tno\t-ommo\t-na\tmakʼkʼall\t-i\t-tooti\t-ʔe,road\tACC\tgo\tPART\tABL\texist\tPST.IMPF.1M\tand therefore\tset_a_trap\tEV\tNEG.JUSS.2SG\t1SG.ACC/DAT,"I am leaving; do not create any trouble for me (to prevent me from going, like presenting a bill etc.)",,,IV 39-2,,SN002259,n\tn:Any\tv\tv:Any\tcase\tv\tv:Any\tconjunction\tv\tAttaches to any category\ttam\tPronoun,doogo\t-o 1\thaɗi\t-a 7\t-nni 1\tno\t-oommo\t-na 1\tmakʼkʼalli\t-V\t-tooti\t-ʔe
XV000660,sid,malabu katamaho mitto baiʧʧo dino,malab\t-u\tkatam\t-a\t-ho\tmitt\t-o\tbaiʧʧ\t-o\tdi=\tno,honey\tNOM.U\ttown\tACC\tDAT.U\tone\tACC\tplace\tACC\tNEG=\texist,Honey-wine (or: honey) is not found anywhere in town,,,VII 10-5,,SN002265,n\tn:Any\tn\tn:Any\tcase\tnumeral\tn:Any\tn\tn:Any\tprefix\tv,malabo\t-u 3\tkatama\t-a 1\t-ho 1\tmitto\t-o 1\tbaiʧʧo 2\t-o 1\tdi=\tno
XV000661,sid,doogo mamaati,doog\t-o\tmama\t-a\t-a\t-ti,road\tNOM\twhere\tACC\tEV\tCOP,Where is the road?,,,I 22-6,,SN002270,n\tn:Any\tpro\tn:Any\tAttaches to any category\tcopula,doogo\t-o 2\tmama\t-a 1\t-V\t-ti 1
XV000662,sid,mamaro ʔilamootto?,mamaro\tʔilam\t-ootto\t?,at_what_time?\tbe_born\tPST.IMPF.2M\t,At what time were you born?,,,XXII 7-1,,SN002271,pro\tv\tv:Any\t,mamaro\tʔilami\t-ootto\t
XV000663,sid,mamiiʧʧo worinsa,mamiiʧʧ\t-o\twor\t-i\t-nsa,where_specifically\tACC\tput\tPRF.3K\t3PL.ACC/DAT,Where did he put them?,,,II 43-3,,SN002272,adverbial\tn:Any\tv\tv:Any\tPronoun,mamiiʧʧo\t-o 1\twori\t-í\t-nsa
XV000664,sid,mamiiʧʧi tʼissannohe,mamiiʧʧ\t-i\ttʼiss\t-anno\t-he,where_specifically\tNOM\tcause_illness\tIMPF.3K\t2SG.ACC/DAT,Where are you ill? (lit. What (body part) specifically causes you pain?),,,I 11-6,,SN002272,adverbial\tn:Any\tv\tv:Any\tPronoun,mamiiʧʧo\t-i 5\ttʼissi\t-anno\t-he
XV000665,sid,mamiiʧʧinni daitto,mamiiʧʧ\t-i\t-nni\tdaí\t-itto,where_specifically\tOBL\tABL\tcome\tPRF.2K,Where do you come from?,,,I 4-6,,SN002272,adverbial\tn:Any\tcase\tv\tv:Any,mamiiʧʧo\t-i 1\t-nni 1\tdaí\t-itto
XV000666,sid,mannu dikkote ma ʔassanno?,mann\t-u\tdikk\t-o\t-te\tma\tʔass\t-anno\t?,people\tNOM.U\tmarket\tACC\tDAT.U\twhat\tdo\tIMPF.3K\t,What do people do in the market?,,,I 5-4,,SN002276,n\tn:Any\tn\tn:Any\tcase\tpro\tv\tv:Any\t,manna\t-u 3\tdikko\t-o 1\t-te 6\tma\tʔassi\t-anno\t
XV000667,sid,mannu dainohu mannaho,mann\t-u\tda\t-ino\t-hu\tmann\t-a\t-ho,people\tNOM.U\tcome\tPST.IMPF.3K\tNR.K.NOM\tpeople\tACC\tDAT.U,The people who have come are important people,,,III 51-9,,SN002276,n\tn:Any\tv\tv:Any\tv>n\tn\tn:Any\tcase,manna\t-u 3\tdaí\t-ino\t-hu\tmanna\t-a 1\t-ho 1
XV000668,sid,loosu mannimmate danʧaho,loos\t-u\tmannimm\t-a\t-te\tdanʧ\t-a\t-ho,work\tNOM.U\tbody\tACC\tDAT.U\tgood\tACC\tDAT.U,Work is good for the body,,,I 35-6,,SN002278,n\tn:Any\tn\tn:Any\tcase\tadjective\tn:Any\tcase,looso\t-u 3\tmannimma\t-a 1\t-te 6\tdanʧa\t-a 1\t-ho 1
XV000669,sid,mannu mannimmante daino,mann\t-u\tmannimma\t-nte\tda\t-ino,people\tNOM.U\tmanhood\tNR.T.ACC\tcome\tPST.IMPF.3K,All people have come,,,III 51-8,,SN002280,n\tn:Any\tn\tn:Any\tv\tv:Any,manna\t-u 3\tmannimma\t-nta 2\tdaí\t-ino
XV000670,sid,manʧu lekka madiɗenna mararoommosi,manʧ\t-u\tlekk\t-a\tmadiɗ\t-e\t-e\t-nna\tmarar\t-oommo\t-si,man\tGEN.U\tfoot\tNOM\thave_a_wound\tCVB.3K\tEV\tNS\tfeel_compassion\tPST.IMPF.1M\t3K.ACC/DAT,"The man´s foot was hurt, and I felt compassion on him",,,VII 16-6,,SN002288,n\tn:Any\tn\tn:Any\tv\tv:Any\tAttaches to any category\tv:Any\tv\tv:Any\tn:Any,manʧo\t-u 4\tlekka\t-a 5\tmadiɗi\t-e 3\t-V\t-nna 4\tmarari\t-oommo\t-si 2
XV000671,sid,"tʼagiʧʧu minira marummo wote, ʔani hasiɗoommohu tʼagiʧʧu dino","tʼagiʧʧ\t-u\tmin\t-i\t-ra\tmar\t-ummo\twot\t-e\t,\tʔani\thasiɗ\t-oommo\t-hu\ttʼagiʧʧ\t-u\tdi=\tno",medicine\tGEN.U\thouse\tOBL.MOD\tDAT\treach_a_destination\tPRF.1M\ttime\tACC\t\t1SG\twant\tPST.IMPF.1M\tNR.K.NOM\tmedicine\tNOM.U\tNEG=\texist,"When I reached the hospital, they did nothave the medicine I wanted",,,II 11-6,,SN002290,n\tn:Any\tn\tn:Any\tcase\tv\tv:Any\tn\tn:Any\t\tpro\tv\tv:Any\tv>n\tn\tn:Any\tprefix\tv,tʼagiʧʧo\t-u 4\tmine\t-i 1\t-ra 1\tmari\t-ummo\twote\t-e 2\t\tʔani\thasiɗi\t-oommo\t-hu\ttʼagiʧʧo\t-u 3\tdi=\tno
XV000672,sid,tʼaadu mariʧʧi takiluuti,tʼaad\t-u\tmariʧʧ\t-i\ttakilu\t-u\t-ti,meeting\tGEN.U\tleader\tOBL\tTeklu\tEV\tCOP,The leader of the meeting was Teklu,,,II 45-1,,SN002292,n\tn:Any\tn\tn:Any\tn\tAttaches to any category\tcopula,tʼaado\t-u 4\tmariʧʧo 1\t-i 1\ttakilu\t-V\t-ti 1
XV000673,sid,sindete bullenni markʼa loossino,sinde\t-te\tbull\t-e\t-nni\tmarkʼ\t-a\tloos\t-tino,wheat\tGEN.U\tflour\tOBL.MOD\tABL\tporridge\tACC\twork\tPST.IMPF.3T,She made porridge of wheat,,,IV 23-2,,SN002294,n\tcase\tn\tn:Any\tcase\tn\tn:Any\tv\ttam,sinde\t-te 4\tbulle\t-e 5\t-nni 1\tmarkʼa\t-a 1\tloosi\t-tino
XV000674,sid,gobaho marmarame sunkʼisi,,,Getting close to him he kissed his neck,,,VI 2-26,,SN002296,,
XV000675,sid,sase marro higihu gedensaanni,sas\t-e\tmarr\t-o\thig\t-i\t-hu\tgedensaann\t-i,three\tACC\ttime\tACC\treturn\tPRF.3K\tNR.K.GEN\tafterwards\tEV,After he had returned three times …,,,XIII 42-2,,SN002300,numeral\tn:Any\tn\tn:Any\tv\tv:Any\tv>n\tadverbial\tAttaches to any category,sase\t-e 2\tmarro\t-o 1\thigi\t-í\t-hu\tgedensaanni\t-V
XV000676,sid,konne manʧo kooʔo minira massi!,konn\t-e\tmanʧ\t-o\tkooʔ\t-o\tmin\t-i\t-ra\tmass\t-i\t!,this\tACC\tman\tACC\tthat_(distant)\tACC\thouse\tOBL.MOD\tDAT\ttake\tIMP.SG\t,Lead this man to that house,,,II 19-19,,SN002316,pro\tn:Any\tn\tn:Any\tpro\tn:Any\tn\tn:Any\tcase\tv\tv:Any\t,konne 2\t-e 2\tmanʧo\t-o 1\tkooʔo\t-o 1\tmine\t-i 1\t-ra 1\tmassi\t-i 2\t
XV000677,sid,konne ʔuduunne dikko massi,konn\t-e\tʔuduunn\t-e\tdikk\t-o\tmass\t-i,this\tACC\tthings\tACC\tmarket\tACC\ttake\tIMP.SG,Carry these things to the market,,,II 19-20,,SN002316,pro\tn:Any\tn\tn:Any\tn\tn:Any\tv\tv:Any,konne 2\t-e 2\tʔuduunne\t-e 2\tdikko\t-o 1\tmassi\t-i 2
XV000678,sid,meate ledo ditʼaadanno,meaate\tledo\tdi=\ttʼaad\t-anno,women\ttogether_with\tNEG=\tmeet\tIMPF.3K,He has no relationship to women,,,VII 26-5,,SN002337,n\tpostposition\tprefix\tv\tv:Any,meaate\tledo 3\tdi=\ttʼaadi\t-anno
XV000679,sid,meemo nosero meemissite ...,meem\t-o\tno\t-se\t-ro\tmeemiss\t-i\t-te\t...,sieve\tACC\texist\t3T.ACC/DAT\tCOND\tsift\tEV\tCVB.3T\t,"If she has a sieve, she sifts it ...",,,VII 8-4,,SN002343,n\tn:Any\tv\tPronoun\tsubordinator\tv\tAttaches to any category\tv:Any\t,meemo\t-o 1\tno\t-se\t-ro\tmeemiissi\t-V\t-te 3\t
XV000680,sid,ʔofollino meente,ʔofoll\t-ino\tmeent\t-e,sit_down\tPST.IMPF.3K\twomen\tACC,whores (lit. sitting women),,,VI 3-20,,SN002345,v\tv:Any\tn\tn:Any,ʔofolli\t-ino\tmeente\t-e 2
XV000681,sid,lamu menti dai/daggu,lam\t-u\tmeent\t-i\tda\t-i\t/\tdag\t-tu,two\tNOM.U\twomen\tNOM.MOD\tcome\tPRF.3K\t\tcome\tPRF.3T,Two women came,,,I 30-2c,,SN002345,numeral\tn:Any\tn\tn:Any\tv\tv:Any\t\tv\tv:Any,lame\t-u 3\tmeente\t-i 3\tdaí\t-í\t\tdaí\t-tu 2
XV000682,sid,meesanne ʔaattoʔeraati,meesann\t-e\tʔa\t-atto\t-ʔe\t-ra\t-a\t-ti,axe\tACC\tgive\tPINF.2M\t1SG.ACC/DAT\tDAT\tEV\tCOP,You are about to give me an axe,,,I 39-5,,SN002346,n\tn:Any\tv\tv:Any\tPronoun\tcase\tAttaches to any category\tcopula,meesanne\t-e 2\tʔui\t-atto\t-ʔe\t-ra 1\t-V\t-ti 1
XV000683,sid,ʔise ʔoosoʔyara mereerite,ʔis\t-e\tʔooso\t-ʔya\t-ra\tmereeri\t-te,3T\tNOM\tchildren\t1SG.POSS\tDAT\tmiddle\tCOP,She is the middle one of my children (i.e. she is neither the oldest nor the youngest),,,II 7-6,,SN002351,pro\tn:Any\tn\tPronoun\tcase\tadjective\tcopula,ʔise 1\t-e 4\tʔooso\t-ʔya\t-ra 1\tmereeri\t-te 2
XV000684,sid,ʔise ʔoosoʔyara mereerimmate,ʔis\t-e\tʔooso\t-ʔya\t-ra\tmereerimma\t-te,3T\tNOM\tchildren\t1SG.POSS\tDAT\tmiddle\tCOP,She is the middle one of my children,,,II 7-6,,SN002352,pro\tn:Any\tn\tPronoun\tcase\tn\tcopula,ʔise 1\t-e 4\tʔooso\t-ʔya\t-ra 1\tmereerimma\t-te 2
XV000685,sid,lameba mereeroho daɗɗantu,lame\t-ba\tmereero\t-ho\tdaɗɗan\t-tu,two\tDAT\tmiddle\tDAT.U\tsplit\tPRF.3T,It split in two in the middle,,,XV 56-55,,SN002354,numeral\tcase\tn\tcase\tv\tv:Any,lame\t-ba\tmereero 1\t-ho 1\tdaɗɗami\t-tu 2
XV000686,sid,ʔisi ninke mereero ʔofollino,ʔis\t-i\tninke\tmereero\tʔofoll\t-ino,3K\tNOM\t1PL.ACC\tbetween\tsit_down\tPST.IMPF.3K,He sits between us,,,I 41-4,,SN002355,pro\tn:Any\tpro\tpostposition\tv\tv:Any,ʔise 2\t-i 5\tninke\tmereero 2\tʔofolli\t-ino
XV000687,sid,lobo manni meʔʔu maala diʔitanno,lob\t-o\tmann\t-i\tmeʔ\t-u\tmaal\t-a\tdi=\tʔit\t-anno,big\tNOM\tpeople\tGEN.MOD\tgoat\tGEN.U\tmeat\tACC\tNEG=\teat\tIMPF.3K,Many people do not eat goat-meat,,,I 21-1,,SN002358,adjective\tn:Any\tn\tn:Any\tn\tn:Any\tn\tn:Any\tprefix\tv\tv:Any,lobo\t-o 2\tmanna\t-i 4\tmeʔe 1\t-u 4\tmaala\t-a 1\tdi=\tʔiti\t-anno
XV000688,sid,konne tumihu waagu meʔeho?,konn\t-e\ttum\t-i\t-hu\twaag\t-u\tmeʔe\t-ho\t?,this\tOBL\tonion\tGEN.MOD\tNR.K.GEN\tprice\tNOM.U\thow_much\tCOP\t,How much is the price for this onion?,,,I 18-5,,SN002359,pro\tn:Any\tn\tn:Any\tv>n\tn\tn:Any\tpro\tcopula\t,konne 2\t-e 5\ttuma\t-i 4\t-hu\twaaga\t-u 3\tmeʔe 2\t-ho 2\t
XV000689,sid,midaanote giddo gaffanno,midaan\t-o\t-te\tgidd\t-o\tgaf\t-tanno,cooking-pot\tOBL\tGEN.U\tinside\tACC\tcook\tPST.IMPF.3T,They boil it in a pot,,,II 32-2,,SN002365,n\tn:Any\tcase\tn\tn:Any\tv\tv:Any,midaano\t-o 3\t-te 4\tgiddo 2\t-o 1\tgafi\t-tanno 2
XV000690,sid,miiʧʼatenni fultinanni,miiʧʼa\t-te\t-nni\tful\t-tinanni,oppression\tOBL.U\tABL\tgo_out\tIMPF.2PL,You (pl) shall escape oppression,,,XIV 8-18,,SN002371,n\tv:Any\tcase\tv\tv:Any,miiʧʼa\t-te 7\t-nni 1\tfuli\t-tinanni 2
XV000691,sid,ʔanga miiʧʼiɗoommo,ʔang\t-a\tmiiʧʼiɗ\t-oommo,hand\tACC\tbe_out_of_joint\tPST.IMPF.1M,My hand got out of joint,,,IX 21-12,,SN002375,n\tn:Any\tv\tv:Any,ʔanga\t-a 1\tmiiʧʼiɗi\t-oommo
XV000692,sid,nafara milli milli yitanni ʔagariʔe,nafar\t-a\tmilli milli y\t-i\t-ta\t-nni\tʔagar\t-i\t-ʔe,door_opening\tACC\tmake_a_trip\tEV\tPART\tABL\twait\tIMP.SG\t1SG.ACC/DAT,Wait for me while you take a trip close to the house,,,IV 40-5,,SN002380,n\tn:Any\tv\tAttaches to any category\tv:Any\tcase\tv\tv:Any\tPronoun,nafara\t-a 1\tmilli milli yi\t-V\t-ta 3\t-nni 1\tʔagari\t-i 2\t-ʔe
XV000693,sid,kubiiʧʧinni kaʔe milli yeemmo,kubiiʧʧ\t-i\t-nni\tkaʔ\t-e\tmilli y\t-eemmo,here\tOBL\tABL\trise\tCVB.1SG\ttake_a_trip\tIMPF.1SG.M,I take a trip from here,,,IV 10-7,,SN002382,adverbial\tn:Any\tcase\tv\tv:Any\tv\tv:Any,kubiiʧʧo\t-i 1\t-nni 1\tkaʔi\t-e 1\tmilli yi\t-eemmo
XV000694,sid,millimillo haɗeemmo,millimill\t-o\thaɗ\t-eemmo,trip\tACC\tgo\tIMPF.1SG.M,I go for a trip,,,IV 10-6,,SN002384,n\tn:Any\tv\tv:Any,millimillo\t-o 1\thaɗi\t-eemmo
XV000695,sid,ʔisehu minannise ʃabara haɗino,ʔise\t-hu\tminann\t-i\t-se\tʃaba\t-ra\thaɗ\t-ino,3T\tNR.K.GEN\thusband\tNOM.MOD\t3T.POSS\tShäwa_region\tDAT\tgo\tPST.IMPF.3K,Her husband has gone to Shewa,,,IV 17-10,,SN002389,pro\tv>n\tn\tn:Any\tpro\tn\tcase\tv\tv:Any,ʔise 1\t-hu\tminaanna\t-i 3\t-se\tʃaba\t-ra 1\thaɗi\t-ino
XV000696,sid,minu konniiti minamasi danʧa gedeeti,min\t-u\tkonn\t-i\t-i\t-ti\tminam\t-a\t-si\tdanʧ\t-a\tged\t-e\t-e\t-ti,house\tGEN.U\tthis\tGEN\tEV\tNR.T.GEN\tconstruction_of_a_house\tNOM\t3K.POSS\tgood\tACC\tlikeness\tACC\tEV\tCOP,The construction of this house is good,,,IX 24-4,,SN002391,n\tn:Any\tpro\tn:Any\tAttaches to any category\tsubordinator\tn\tn:Any\tPronoun\tadjective\tn:Any\tn\tn:Any\tAttaches to any category\tcopula,mine\t-u 4\tkonne 2\t-i 4\t-V\t-ti 2\tminama\t-a 5\t-si 1\tdanʧa\t-a 1\tgede 2\t-e 2\t-V\t-ti 1
XV000697,sid,konne hakʼkʼinni mine miʔneemmo,konn\t-e\thakʼkʼ\t-i\t-nni\tmin\t-e\tmiʔn\t-eemmo,this\tOBL\twood\tOBL.MOD\tABL\thouse\tACC\tbuild_a_house_for_oneself\tIMPF.1SG.M,I am building a housefor myself with this wood,,,II 34-15,,SN002393,pro\tn:Any\tn\tn:Any\tcase\tn\tn:Any\tv\tv:Any,konne 2\t-e 5\thakʼkʼe\t-i 1\t-nni 1\tmine\t-e 2\tmiʔni\t-eemmo
XV000698,sid,mini mannisi heeɗannoha mine mini,min\t-i\tmann\t-i\t-si\theeɗ\t-anno\t-ha\tmin\t-e\tmin\t-i,house\tGEN\tpeople\tNOM.MOD\t3K.POSS\tbe\tIMPF.3K\tNR.K.ACC\thouse\tACC\tbuild\tPRF.3K,He built a house for his family to live in,,,I 33-4,,SN002393,n\tn:Any\tn\tn:Any\tPronoun\tv\tv:Any\tv>n\tn\tn:Any\tv\tv:Any,mine\t-i 4\tmanna\t-i 3\t-si 1\theeɗi\t-anno\t-ha\tmine\t-e 2\tmini\t-í
XV000699,sid,misino bootto ʔabbe,mis\t-ino\tboott\t-o\tʔabb\t-e,be_fat\tPST.IMPF.3K\tcalf\tACC\tbring\tIMP.PL,Fetch a fat calf,,,VI 3-1,,SN002398,v\tv:Any\tn\tn:Any\tv\tv:Any,misi\t-ino\tbootto\t-o 1\tʔabbi\t-e 6
XV000700,sid,tenne misilla laʔʔe,tenne\tmisill\t-a\tlaʔ\t-ʔe,this\tpictures\tACC\tsee\tIMP.PL,Look (pl) at these pictures,,,III 52-4,,SN002401,pro\tn\tn:Any\tv\tpro,tenne\tmisilla\t-a 1\tlaʔi\t-ʔe
XV000701,sid,mitiiʔmineemmo woite ...,mitiiʔm\t-i\t-neemmo\twoit\t-e\t...,have_problems\tEV\tIMPF.1PL\twhen\tACC\t,When we have problems ...,,,VIII 10-8,,SN002412,v\tAttaches to any category\tv:Any\tsubordinator\tn:Any\t,mitiiʔmi\t-V\t-neemmo 2\twoite 3\t-e 2\t
XV000702,sid,mitore ʔafiɗannoha labennasi ...,mitor\t-e\tʔafiɗ\t-anno\t-ha\tlab\t-e\t-nna\t-si\t...,something\tACC\tsee_for_oneself\tIMPF.3K\tNR.K.ACC\tresemble\tCVB.3K\tNS\t3K.POSS\t,Because he thought he would obtain something ...,,,XIII 11-4,,SN002414,numeral\tn:Any\tv\tv:Any\tv>n\tv\tv:Any\tv:Any\tPronoun\t,mitore 2\t-e 2\tʔafiɗi\t-anno\t-ha\tlabi\t-e 3\t-nna 4\t-si 1\t
