ID,Language_ID,Headword,Part_Of_Speech,Construction,Entry_IDs,Etymology,Gloss,Morpheme_Breaks,Morphological_Structure,Official_Orthography,Type,Variant_Form
LX001031,sid,mariʧʧiba,adverbial,,,,what.specifically-OBL-LOC,mariʧʧ(o)-i-ba,maricc(o)-i (OBL)-ba (LOC),marichchiwa,,
LX001032,sid,mariʧʧo,Noun,,,Amharic märi 'leader',reach.a.destination-DER.SGLT,mar-iʧʧo,mar-icco (DER.SGLT),marichcho,K (MASC),
LX001033,sid,mariʧʧo,Pronoun,,,,what-EPEN-SGLT,ma-r-iʧʧo,ma (INT)-r (EPEN)-icco (SGLT),marichcho,INTERROGATIVE,
LX001034,sid,markʼa,Noun,,,,,,,marqa,K (MASC),
LX001035,sid,markʼafattala,Noun,,,,,,,marqafattala,K (MASC),
marmarami,sid,marmarami,Verb,,,,arrive-arrive-PAS-,mar (REɗUpʼL)- mar-am-,marmar-am (PAS)-,marmarami,PAS,
marrasso,sid,marrasso,proper noun,,,,,,,marrasso,,
LX001036,sid,marratʼi,Verb,,,Amharic märrät'ä 'elect',,,,marraxi,,
LX001037,sid,marraʔi,Verb,,,Amharic märra 'lead',,,,marra’i,,
marro,sid,marro,Noun,,,,,,,marro,T (FEM),
LX001038,sid,masaalaanʧo,Noun,,,,interpret.omens-AG-SGLT,masaal-aan-ʧo,masaal-aan (AGNT)-co (SGLT),masaalaancho,K (MASC),
LX001039,sid,masaalaasinʧo,Noun,,,,interpret.omens-AG-SGLT,masaal-aasin-ʧo,masaal-aasin (AGNT)-co (SGLT),masaalaasincho,K (MASC),
masaali,sid,masaali,Verb,,,,,,,masaali,,
masaalo,sid,masaalo,Noun,,,,,,,masaalo,T (FEM),
LX001040,sid,masaaʔli,Verb,,,,interpret.omens-AB,masaal-ɗ,masaal-D (AB),masaa’li,AB,
masafa,sid,masafa,Noun,,,Amharic mäs'haf 'book',,,,masafa,K (MASC),
LX001041,sid,masakkaraanʧo,Noun,,,,witness-AG-SGLT,masakkar-aan-ʧo,masakkar-aan (AGNT)-co (SGLT),masakkaraancho,K (MASC),
masakkari,sid,masakkari,Verb,,,Amharic mäsäkkärä 'testify',,,,masakkari,,
masalo,sid,masalo,Noun,,,,,,,masalo,T (FEM),
masi,sid,masi,Verb,,,,,,,masi,,
masillaabi,sid,masillaabi,Verb,,,,be.alarmed-ABSTR-INTR-,mas-ill(e)-aab-,mas-ill(e) (ABSTR)-aab (INTR)-,masillaawi,,
masille,sid,masille,Noun,,,,be.alarmed-ABSTR,mas-ille,mas-ille (ABSTR),masille,K (MASC),
massagi,sid,massagi,Verb,,,,,,,massagi,,
massami,sid,massami,Verb,,,,take-PAS-,mass-am-,mass-am (PAS)-,massami,PAS,
massi,sid,massi,Verb,,,,,,,massi,,
LX001042,sid,massiɗi,Verb,,,,take-AB-,mass-iɗ-,mass-iD (AB)-,massi’ri,AB,
matibosi,sid,matibosi,proper noun,,,,,,,matiwosi,,
LX001043,sid,mato halakʼa,Noun,,,Amharic mäto aläk'a 'lieutenant',,,,mato halaqa,K (MASC),
LX001044,sid,mato halakʼiʧʧa,Noun,,,,liutenant-SGLT,mato halakʼ(a)-iʧʧa,mato halaK(a)-icca (SGLT),mato halaqichcha,K (MASC),
LX001045,sid,maʧʧaraaraamo,Noun,,,,be.crazy-DER,maʧʧaraar-aamo,maccaraar-aamo (DER),machcharaaraamo,K (MASC),
LX001046,sid,maʧʧaraari,Verb,,,,,,,machcharaari,,
LX001047,sid,maʧʧaraaro,Noun,,,,,,,machcharaaro,K (MASC),
LX001048,sid,maʧʼʧʼa,Noun,,,,,,,macca,T (FEM),
LX001049,sid,maʧʼʧʼa kʼasiɗi,Verb,,,,ear pierce-AB-,maʧʼʧʼa kʼas-iɗ-,maCCa KasiD ('pierce')-,macca qasi’ri,,
LX001050,sid,maʧʼʧʼiiʃʃami,Verb,,,,ear-DER.CAUS-PAS,maʧʼʧʼ(a)-iiss-am,maCC(a)-iiss (DER.CAUS)-am (PAS),macciishshami,PAS,
LX001051,sid,maʧʼʧʼiiʃʃi,Verb,,,,ear-DER.CAUS-,maʧʼʧʼ(a)-iiss-,maCC(a)-iiss (DER.CAUS)-,macciishshi,CAUS,
LX001052,sid,maʧʼʧʼiʧʧa,Noun,,,,,,,maccichcha,K (MASC),
LX001053,sid,matʼari,Verb,,,,,,,maxari,,
LX001054,sid,matʼine,Noun,,,,,,,maxine,T (FEM),
mayyi_yi,sid,mayyi yi,Verb,,,,IDEO say,mayyi y-,,mayyi yi,COMP,
LX001055,sid,maʔli,Verb,,,,think-AB-,mal-ɗ-,mal-D (AB)-,ma’li,AB,
LX001056,sid,maʔna,Noun,,,,,,,ma’na,T (FEM),
meaa,sid,meaa,adjective,,,,,,,meyaa,,
meaate,sid,meaate,Noun,,,,,,,meyaate,T (FEM),
meaati,sid,meaati,Noun,,,,female-NR.T.NOM,meaa-ti,meaa-ti (NR.T.NOM),meyaati,K (MASC),
meddi_yi,sid,meddi yi,Verb,,,,IDEO say,meddi y-,,meddi yi,COMP,
LX001057,sid,meddi ʔassi,Verb,,,,IDEO do,meddi ʔass-,,meddi assi,COMP,
LX001058,sid,meɗetta,Noun,,,,,,,me’retta,T (FEM),
meedi,sid,meedi,Verb,,,,,,,meedi,,
meemiissi,sid,meemiissi,Verb,,,,sieve-DER.CAUS-,meem(o)-iiss-,meem(o)-iiss (DER.CAUS)-,meemiissi,CAUS,
meemo,sid,meemo,Noun,,,,,,,meemo,T (FEM),
meente,sid,meente,Noun,,,,,,,meente,K (MASC)/T (FEM),
meesanne,sid,meesanne,Noun,,,,,,,meesanne,T (FEM),
meeta,sid,meeta,Noun,,,,,,,meeta,K (MASC),
LX001059,sid,meetʼe,Noun,,,,,,,meexe,T (FEM),
LX001060,sid,meetʼtʼi,Verb,,,,,,,meexxi,,
LX001061,sid,mekʼeerra,Noun,,,,,,,meqeerra,K (MASC),
mereeri,sid,mereeri,adjective,,,,middle-DER,mereer(o)-i,mereer(o)-i (DER),mereeri,,
mereerimma,sid,mereerimma,Noun,,,,middle-ABSTR,mereer(o)-imma,mereer(o)-imma (ABSTR),mereerimma,T (FEM),
mereerimmoota,sid,mereerimmoota,Noun,,,,middle-ABSTR-PL,mereer(o)-imm(a)-oota,mereer(o)-imm(a) (ABSTR)-oota (PL),mereerimmoota,K (MASC),
mereero_1,sid,mereero,Noun,,,,,,,mereero,K (MASC),
mereero_2,sid,mereero,postposition,,,,,,,mereero,,
mesihi,sid,mesihi,Noun,,,,,,,mesihi,K (MASC),
mesimure,sid,mesimure,Noun,,,Amharic mäzmur 'song',,,,mesimure,T (FEM),
LX001062,sid,meʔe,Noun,,,,,,,me’’e,K (MASC),
LX001063,sid,meʔe,Pronoun,,,,,,,me’’e,INTERROGATIVE,
LX001064,sid,meʔe,interrogative,,,,,,,me’’e,,
LX001065,sid,meʔeege,adverbial,,,,how.many return-CVB.3K,meʔe hig-e,mexe hig-e (CVB.3K),me’’eege,,
LX001066,sid,meʔiʧʧ,Noun,,,,,,,,,
mida,sid,mida,Noun,,,,reap-INF,mid-a,mid-a (INF=N),mida,T (FEM),
midaado,sid,midaado,Noun,,,,,,,midaado,K (MASC),
midaano,sid,midaano,Noun,,,,,,,midaano,T (FEM),
LX001067,sid,midaaʃʃo,Noun,,,,side-SGLT,midaad(o)-ʃo,midaad(o)-So (SGLT),midaashsho,K (MASC),
midi,sid,midi,Verb,,,,,,,midi,,
LX001068,sid,miiɗi,Verb,,,,,,,mii’ri,,
miila,sid,miila,Noun,,,,,,,miila,K (MASC),
LX001069,sid,miiʧʼa,Noun,,,,hurt-INF,miiʧʼ-a,miiC-a (INF=N),miica,T (FEM),
LX001070,sid,miiʧʼama,Noun,,,,hurt-PAS-INF,miiʧʼ-am (pʼAʃ)-a,miiC-am (PAS)-a (INF=N),miicama,T (FEM),
LX001071,sid,miiʧʼami,Verb,,,,hurt-PAS-,miiʧʼ-am-,miiC-am (PAS)-,miicami,PAS,
LX001072,sid,miiʧʼi,Verb,,,,,,,miici,,
LX001073,sid,miiʧʼiɗi,Verb,,,,hurt-AB-,miiʧʼ-iɗ-,miiC-iD (AB)-,miici’ri,AB,
mikita,sid,mikita,Noun,,,,,,,mikita,T (FEM),
LX001074,sid,mikʼilalli,Verb,,,,,,,miqilalli,,
LX001075,sid,mikʼkʼa,Noun,,,,,,,miqqa,T (FEM),
LX001076,sid,millaʃʃe,Noun,,,Amharic mällašš 'return',,,,millashe,T (FEM),
milli_milli_yi,sid,milli milli yi,Verb,,,,IDEO say,milli milli y-,,milli milli yi,COMP,
milli_yi,sid,milli yi,Verb,,,,IDEO say,milli y-,,milli yi,COMP,
LX001077,sid,milli ʔassi,Verb,,,,IDEO do,milli ʔass-,,milli assi,COMP,
millimillo,sid,millimillo,Noun,,,,movement-REDUPL,milli-milo,milli (REDUPL)-millo,millimillo,T (FEM),
millisi,sid,millisi,Verb,,,,movement-VBLZ-,mill(i)-is-,mill(i)-is (VBLZ)-,millisi,,
mimmito,sid,mimmito,Noun,,,,one-REDUPL,mit(e)-mito,mit(e) (REDUPL)-mito,mimmito,K (MASC),
LX001078,sid,mimmito ʔamadi,Verb,,,,unity touch,mimmito ʔamad-,mimmito xamad-e (CVB.3K),mimmito amadi,,
minaama,sid,minaama,Noun,,LX001079,,house-LNK-mother,min(e)-i-(ʔ)ama,min(e)-i (LNK)-(x)ama,minaama,T (FEM),
minaanna,sid,minaanna,Noun,,,,house-LNK-father,min(e)-i-(ʔ)anna,min(e)-i (LNK)-(x)anna,minaanna,K (MASC),
minama,sid,minama,Noun,,,,,,,minama,T (FEM),
mine,sid,mine,Noun,,,,,,,mine,K (MASC),
mini,sid,mini,Verb,,,,,,,mini,,
mini_manna,sid,mini manna,adverbial,,,,house-LNK people,min(e)-i manna,min(e)-i (LNK) manna,mini manna,,
LX001079,sid,mini ʔama,Noun,,minaama,,house-LNK mother,min(e)-i (ʔ)ama,min(e)-i (LNK) (x)ama,mini ama,T (FEM),
minna,sid,minna,Noun,,,,house-PL,min(e)-na,min(e)-na (PL),minna,T (FEM),
mirmiri,sid,mirmiri,Verb,,,,,,,mirmiri,,
misi,sid,misi,Verb,,,,,,,misi,,
misikkire,sid,misikkire,Noun,,,Amharic mïsïkkïr 'witness',,,,misikkire,K (MASC),
misile,sid,misile,Noun,,,Amharic mïssale 'simile',,,,misile,T (FEM),
misilla,sid,misilla,Noun,,,,picture-PL,misil(e)-la,misil(e)-la (PL),misilla,T (FEM),
LX001080,sid,miʃami,Verb,,,,despise-PAS-,miʃ-am-,miS-am (PAS)-,mishami,PAS,
LX001081,sid,miʃi,Verb,,,,,,,mishi,,
LX001082,sid,miʃiiʃi,Verb,,,,despise-CAUS-,miʃ-iis-,miS-iis (CAUS)-,mishiishi,CAUS,
LX001083,sid,miʃʃigi,Verb,,,,,,,mishshigi,,
mite,sid,mite,numeral,,mitte ; mitto,,,,,mite,,
miteekki,sid,miteekki,Verb,,,,one-be,mite-(ʔ)ikk-,mite-(x)ikk-,miteekki,,
LX001085,sid,mitiiɗi,Verb,,,,,,,mitii’ri,,
mitiimma,sid,mitiimma,Noun,,,,be.troubled-ABSTR,mitiim-ma,mitiim-ma (ABSTR),mitiimma,T (FEM),
mitiinsi,sid,mitiinsi,Verb,,,,be.troubled-CAUS-,mitiim-s-,mitiim-s (CAUS)-,mitiinsi,CAUS,
LX001086,sid,mitiiʔmi,Verb,,,,be.troubled-AB-,mitiim-ɗ-,mitiim-D (AB)-,mitii’mi,AB,
mitore_1,sid,mitore,adverbial,,,,,,,mitore,,
mitore_2,sid,mitore,numeral,,,,one-NR.PL.ACC,mito-re,mito-re (NR.PL.ACC),mitore,,
LX001087,sid,miʧʼʧʼo,Noun,,,,,,,micco,K (MASC),
mitte,sid,mitte,numeral,,mite,,,,,mitte,,
mitte_higi,sid,mitte higi,Verb,,,,one return,mitte hig-,mitte hig-,mitte higi,,
mittenni,sid,mittenni,adverbial,,,,one-ABL,mitte-nni,mitte-nni (ABL),mittenni,,
mittiido,sid,mittiido,adverbial,,,,one-DER,mitt(o)-iido,mitt(o)-iido (DER),mittiido,,
mittimma,sid,mittimma,Noun,,,,one-ABSTR,mitt(o)-imma,mitt(o)-imma (ABSTR),mittimma,T (FEM),
LX001088,sid,mittiʧʧo,numeral,,,,one-SGLT,mitt(o)-iʧʧo,mitt(o)-icco (SGLT),mittichcho,,
LX001089,sid,mittiʧʧono,adverbial,,,,one-SGLT-also,mitt(o)-iʧʧo (ʃGLtʼ)-no,mitt(o)-icco (SGLT)-no ('also'),mittichchono,,
mitto,sid,mitto,numeral,,mite,,,,,mitto,,
mittoba_tafa_tugi,sid,mittoba tafa tugi,Verb,,,,one-LOC buttocks throw,mitto-ba tafa tug-,mitto-ba (LOC) tafa tug ('throw')-,mittowa tafa tugi,,
LX001090,sid,mittoriʧʧo,Noun,,,,one-SGLT,mitto-riʧʧo,mitto-ricco (SGLT),mittorichcho,K (MASC),
mittu_mittunku,sid,mittu mittunku,adverbial,,,,one-NOM one-NOM-DISTR-NOM,mitt(o)-u mitt(o)-u-nk-u,mitt(o)-u (NOM) mitt(o)-u (NOM)-nk (DISTR)-u (NOM),mittu mittunku,,
mittu_mittunkunni,sid,mittu mittunkunni,adverbial,,,,one-NOM one-NOM-DISTR-NOM-ABL,mitt(o)-u mitt(o)-u-nk-u-nni,mitt(o)-u (NOM) mitt(o)-u (NOM)-nk (DISTR)-u (OBL)-nni (ABL),mittu mittunkunni,,
mittu_mittunni,sid,mittu mittunni,adverbial,,,,one-NOM one-NOM-ABL,mitt(o)-u mitt(o)-u-nni,mitt(o)-u (OBL) mitt(o)-u (OBL)-nni (ABL),mittu mittunni,,
LX001091,sid,mitʼaʃʃo,Noun,,,Amharic mït'ad 'frying pan',frying.pans-SGLT,mitʼad(e)-ʃo,miTad(e)-So (SGLT),mixashsho,T (FEM),
LX001092,sid,mitʼtʼi,Verb,,,,reap-AB-,mid-ɗ-,mid-D (AB)-,mixxi,AB,
LX001093,sid,miʔni,Verb,,,,build.a.house-AB-,min-ɗ-,min-D (AB)-,mi’ni,AB,
LX001094,sid,modiɗi,Verb,,,,hurt-AB-,mod-iɗ-,mod-iD (AB)-,modi’ri,AB,
moggisa,sid,moggisa,Noun,,,,,,,moggisa,K (MASC),
LX001095,sid,moiʧʧo,Noun,,,,,,,moyichcho,K (MASC) ; K (MASC),
LX001096,sid,mokkolliʧʧo,Noun,,,,supporters-SGLT,mokkoll(o)-iʧʧo,mokkoll(o)-icco (SGLT),mokkollichcho,K (MASC),
moogga,sid,moogga,Noun,,,,tomb-PL,moog(o)-ga,moog(o)-ga (PL),moogga,T (FEM),
moohi,sid,moohi,Verb,,,,,,,moohi,,
mookki,sid,mookki,Verb,,,,rule-CAUS-,mooh-k-,mooh-k (CAUS)-,mookki,CAUS,
moola,sid,moola,adjective,,,,,,,moola,,
mooli,sid,mooli,Verb,,,,,,,mooli,,
LX001097,sid,mooraanʧo,Noun,,,,steal-AG-SGLT,moor-aan-ʧo,moor-aan (AGNT)-co (SGLT),mooraancho,K (MASC),
moore,sid,moore,Noun,,,,steal-DER,moor-e,moor-e (DER),moore,K (MASC),
moori,sid,moori,Verb,,,,,,,moori,,
LX001098,sid,mooʃʃi,Verb,,,,dry-CAUS-,mool-s-,mool-s (CAUS)-,mooshshi,CAUS,
moote,sid,moote,Noun,,,,,,,moote,K (MASC),
mootimma,sid,mootimma,Noun,,,,masters-ABSTR,moot(e)-imma,moot(e)-imma (ABSTR),mootimma,T (FEM),
LX001099,sid,mootiʧʧa,Noun,,,,masters-SGLT,moot(e)-iʧʧa,moot(e)-icca (SGLT),mootichcha,K (MASC),
LX001100,sid,mootiʧʧaʔya,adverbial,,,,masters-SGLT-POSS.1SG,moot(e)-iʧʧa-ʔya,moot(e)-icca (SGLT)-xya (POSS.1SG),mootichcha’ya,,
mootoolle,sid,mootoolle,Noun,,,,masters-PL,moot(e)-oolle,moot(e)-oolle (PL),mootoolle,K (MASC),
LX001101,sid,mootooʔmi,Verb,,,,masters-DER-AB-,moot(e)-oom (ɗER)-ɗ-,moot(e)-oom (DER)-D (AB)-,mootoo’mi,AB,
LX001102,sid,mooʧʼa,Noun,,,,,,,mooca,K (MASC),
mootumma,sid,mootumma,Noun,,,,masters-ABSTR,moot(e)-umma,moot(e)-umma (ABSTR),mootumma,T (FEM),
moromami,sid,moromami,Verb,,,,deny-PAS-,morom-am-,morom-am (PAS)-,moromami,PAS ; PAS,
moromi,sid,moromi,Verb,,,,,,,moromi,,
LX001103,sid,moronʃo,Noun,,,,deny-DER.SGLT,morom-ʃo,morom-So (DER.SGLT),moronsho,T (FEM),
LX001104,sid,muddamaanʧo,Noun,,,,speed.up-PAS-AG-SGLT,mudd-am-aan-ʧo,mudd-am (PAS)-aan (AGNT)-co (SGLT),muddamaancho,K (MASC)/T (FEM),
muddami,sid,muddami,Verb,,,,speed.up-PAS-,mudd-am-,mudd-am (PAS)-,muddami,PAS,
muddi,sid,muddi,Verb,,,,,,,muddi,,
LX001105,sid,muɗa,Noun,,,,,,,mu’ra,K (MASC),
LX001106,sid,muɗɗi,Verb,,,,sprout-AB-,muɗ-ɗ-,muD-D (AB)-,mudhi,AB ; AB ; AB ; AB,
LX001107,sid,muɗee,Noun,,,,sprout-DER,muɗ-ee-,muD-ee (DER),mu’ree,T (FEM),
muffi_yi,sid,muffi yi,Verb,,,,IDEO say,muffi y-,,muffi yi,COMP,
mugi,sid,mugi,Verb,,,,,,,mugi,,
mukkurri,sid,mukkurri,Verb,,,,,,,mukkurri,,
mukulleessi,sid,mukulleessi,Verb,,,,,,,mukulleessi,CAUS,
LX001108,sid,mukulliʧʧo,Noun,,,,,,,mukullichcho,K (MASC),
mulaagisi,sid,mulaagisi,Verb,,,,,,,mulaagisi,,
mule_1,sid,mule,Noun,,,,,,,mule,K (MASC)/T (FEM),
mule_2,sid,mule,postposition,,,,,,,mule,,
mulenni,sid,mulenni,adverbial,,,,proximity-ABL,mule-nni,mule-nni (ABL),mulenni,,
mulinni,sid,mulinni,adverbial,,,,proximity-OBL-ABL,mul(e)-i-nni,mul(e)-i (OBL)-nni (ABL),mulinni,,
LX001109,sid,mulkʼi,Verb,,,,,,,mulqi,,
LX001110,sid,mulkʼiɗi,Verb,,,,make.poor-AB-,mulkʼ-iɗ-,mulK-iD (AB)-,mulqi’ri,AB ; AB,
mulla,sid,mulla,adjective,,,,,,,mulla,,
LX001111,sid,mullare ʔagurranna,adverbial,,,,empty-NR.PL.ACC leave-PTCPL-and,mulla-re ʔagur-na-nna,mulla-re (NR.PL.ACC) xagur-na (PTCPL)-nna ('and'),mullare agurranna,,
LX001112,sid,mulliʧʧo,adjective,,,,empty-SGLT,mull(a)-iʧʧo,mull(a)-icco (SGLT),mullichcho,,
munde,sid,munde,Noun,,,,,,,munde,T (FEM),
mura,sid,mura,Noun,,,,decide-INF,mur-a,mur-a (INF=N),mura,T (FEM),
mureessa,sid,mureessa,Noun,,,,cut-AG,mur-eessa,mur-eessa (AGNT),mureessa,K (MASC),
muri,sid,muri,Verb,,,,,,,muri,,
murmuri,sid,murmuri,Verb,,,,cut-REDUPL-,mur-mur-,mur (REDUPL)-mur-,murmuri,,
muro,sid,muro,Noun,,,,,,,muro,T (FEM),
mursiisi,sid,mursiisi,Verb,,,,cut-CAUS-,mur-siis-,mur-siis (CAUS)-,mursiisi,CAUS ; CAUS,
LX001113,sid,museɗi,Verb,,,,,,,muse’ri,,
LX001114,sid,mutʼtʼe,Noun,,,,,,,muxxe,T (FEM),
muusabi,sid,muusabi,Verb,,,,,,,muusawi,,
muuse,sid,muuse,Noun,,,Amharic muz 'banana',,,,muuse,T (FEM),
naadi,sid,naadi,Verb,,,,,,,naadi,,
naadisi,sid,naadisi,Verb,,,,boast-CAUS-,naad-is-,naad-is (CAUS)-,naadisi,CAUS,
naafi,sid,naafi,Verb,,,,,,,naafi,,
LX001115,sid,naafiʧʧa,Noun,,,,be.lame-DER.SGLT,naaf-iʧʧa,naaf-icca (DER.SGLT),naafichcha,K (MASC),
LX001116,sid,naatʼtʼa,Noun,,,,boast-AB-INF,naad-ɗ-a,naad-D (AB)-a (INF=N),naaxxa,T (FEM),
LX001117,sid,naatʼtʼaleessa,Noun,,,,boast-AB-AG,naad-ɗ-aleessa,naad-D (AB)-aleessa (AGNT),naaxxaleessa,K (MASC),
LX001118,sid,naatʼtʼisiisi,Verb,,,,boast-AB-CAUS-,naad-ɗ-isiis-,naad-D (AB)-isiis (CAUS)-,naaxxisiisi,CAUS,
nabbabi,sid,nabbabi,Verb,,,Amharic anäbbäbä 'read',,,,anabbawi,,
nadala,sid,nadala,Noun,,,,,,,nadala,T (FEM),
nafa,sid,nafa,Adverb,,,,,,,nafa,,
nafara,sid,nafara,Noun,,,,,,,nafara,K (MASC),
LX001119,sid,nafarʧo,Noun,,,,door.opening-SGLT,nafar(a)-ʧo,nafar(a)-co (SGLT),nafarcho,K (MASC),
LX001120,sid,nakʼaaʃe,Noun,,,,,,,naqaashe,T (FEM),
LX001121,sid,nakʼi,Verb,,,,,,,naqi,,
nasse,sid,nasse,Noun,,,"Amharic näfs 'soul, mind'",,,,nasse,T (FEM),
negelli,sid,negelli,proper noun,,,,,,,,,
ninke,sid,ninke,Pronoun,,,,,,,ninke,PERSONAL,
LX001122,sid,=nni,pragmatic,,,,,,,=nni,,
no,sid,no,Verb,,,,,,,no,AUX,
-no_1,sid,-no,conjunction,,,,,,,-no,,
noo,sid,noo,Verb,,,,,,,noo,,
nooi,sid,nooi,Verb,,,,,,,nooi,,
noonsari_dino,sid,noonsari dino,MWE,,,,,,,noonsari dino,,
noribe,sid,noribe,proper noun,,,,,,,noriwe,T (FEM),
LX001123,sid,=nso,conjunction,,,,,,,=nso,,
nugusa,sid,nugusa,Noun,,,Amharic nïgus 'king',,,,nugusa,K (MASC),
nugusitte,sid,nugusitte,Noun,,,,king-DER.T,nugus(a)-itte,nugus(a)-itte (DER.T),nugusitte,T (FEM),
LX001124,sid,ɲerro,Noun,,,,,,,nyerro,K (MASC),
LX001125,sid,pʼabuloosi,proper noun,,,,,,,,,
LX001126,sid,pʼentʼenabiʧʧo pʼilatʼosi,proper noun,,,Amharic p'ent'enawi p'ilat'os 'pontius pilate',,,,phenxenawichcho philaxosi,,
-ra_1,sid,-ra,case,,,,,,,-ra,,
raa,sid,raa,Noun,,,,,,,raa,K (MASC),
raabi,sid,raabi,Verb,,,,,,,raawi,,
LX001127,sid,raapʼpʼi,Verb,,,,complete-AB-,raab-ɗ-,raab-D (AB)-,raaphi,AB,
raare,sid,raare,Noun,,,,cry-DER,raar-e,raar-e (DER),raare,T (FEM),
raari,sid,raari,Verb,,,,,,,raari,,
raataab,sid,raataab,Verb,,,,tumble.around-INTR-,raat-aab-,raat-aab (INTR)-,raataaw,,
raateessi,sid,raateessi,Verb,,,,tumble.around-TR-,raat-eess-,raat-eess (TR.V)-,raateessi,CAUS,
rabba,sid,rabba,Noun,,,,revenge-INF,rabb-a,rabb-a (INF=N),rabba,T (FEM),
rabbisi,sid,rabbisi,Verb,,,,revenge-CAUS-,rabb-is-,rabb-is (CAUS)-,rabbisi,CAUS,
rabbo,sid,rabbo,Noun,,,,revenge-DER,rabb-o,rabb-o (DER),rabbo,T (FEM),
raga,sid,raga,Noun,,,,,,,raga,K (MASC),
LX001128,sid,raga kʼoli,Verb,,,,direction turn,raga kʼol-,raga Kol-,raga qoli,,
LX001129,sid,ragaho kʼoli,Verb,,,,direction-DAT turn,raga-ho kʼol-,raga-ho (DAT) Kol-,ragaho qoli,,
ragge,sid,ragge,Noun,,,,inherit-DER,rag-ge,rag-ge (DER),ragge,T (FEM),
LX001130,sid,ragiɗaanʧo,Noun,,,,inherit-AB-AG-SGLT,rag-iɗ-aan-ʧo,rag-iD (AB)-aan (AGNT)-co (SGLT),ragi’raancho,K (MASC),
LX001131,sid,ragiɗi,Verb,,,,inherit-AB-,rag-iɗ-,rag-iD (AB)-,ragi’ri,AB,
ragisiisi,sid,ragisiisi,Verb,,,,inherit-CAUS-,rag-isiis-,rag-isiis (CAUS)-,ragisiisi,CAUS,
rahi,sid,rahi,Verb,,,,,,,rahi,,
raki,sid,raki,Verb,,,,,,,raki,,
rakkami,sid,rakkami,Verb,,,,trouble-DER.PAS-,rakk(o)-am-,rakk(o)-am (DER.PAS)-,rakkami,PAS,
rakke_rakke_ya,sid,rakke rakke ya,Verb,,,,,rakke rakke ya,,rakke rakke ya,COMP,
rakkisi,sid,rakkisi,Verb,,,,trouble-DER.CAUS-,rakk(o)-is-,rakk(o)-is (DER.CAUS)-,rakkisi,CAUS,
rakko,sid,rakko,Noun,,,,,,,rakko,K (MASC)/T (FEM),
LX001132,sid,rakʼe,Noun,,,,,,,raqe,K (MASC),
LX001133,sid,rakʼisi,Verb,,,,hurry-CAUS-,rakʼ-is-,raK-is (CAUS)-,raqisi,CAUS,
ranta,sid,ranta,Noun,,,,be.hurt-INF,rant-a,rant-a (INF=N),ranta,T (FEM),
ranti,sid,ranti,Verb,,,,,,,ranti,,
rantisi,sid,rantisi,Verb,,,,be.hurt-CAUS,rant-is-,rant-is (CAUS),rantisi,CAUS,
rarraasi,sid,rarraasi,Verb,,,,hang-CAUS-,rarra(ʔ)-as-,rarra(x)-as (CAUS)-,rarraasi,CAUS,
LX001134,sid,rarraʔi,Verb,,,,,,,rarra’i,,
LX001135,sid,raʔi,Verb,,,,,,,ra’i,,
LX001136,sid,raʔisami,Verb,,,,boil-CAUS-PAS-,raʔ-is-am-,rax-is (CAUS)-am (PAS)-,raisami,PAS,
LX001137,sid,raʔisi,Verb,,,,boil-CAUS-,raʔ-is-,rax-is (CAUS)-,raisi,CAUS,
reedaana,sid,reedaana,Noun,,,,,,,reedaana,K (MASC),
LX001138,sid,reeʃʃa,Noun,,,Amharic resa 'corpse',,,,reeshsha,K (MASC),
rei,sid,rei,Verb,,,,,,,reyi,,
reo,sid,reo,Noun,,,,die-DER,re-o,re-o (DER),reyo,T (FEM),
rere,sid,rere,Noun,,,,tie.a.burden.on.a.donkey-DER,rer-e,rer-e (DER),rere,T (FEM),
reri,sid,reri,Verb,,,,,,,reri,,
rero,sid,rero,Noun,,,,tie.a.burden.on.a.donkey-DER,rer-o,rer-o (DER),rero,T (FEM),
rigi,sid,rigi,Verb,,,,,,,rigi,,
LX001139,sid,riikʼati,Verb,,,,,,,riiqati,,
risa,sid,risa,Noun,,,,,,,risa,K (MASC),
robi,sid,robi,Verb,,,,,,,rowi,,
LX001140,sid,roodiiʧʧo,Noun,,,,brother-SGLT,rood(o)-iiʧʧo,rood(o)-iicco (SGLT),roodiichcho,K (MASC),
roodo,sid,roodo,Noun,,,,,,,roodo,K (MASC) ; T (FEM),
roore,sid,roore,adjective,,,,be.better-DER,roor-e,roor-e (DER),roore,,
roori,sid,roori,Verb,,,,,,,roori,,
rooriidi,sid,rooriidi,adjective,,,,be.better-DER,roor-iidi,roor-iidi (DER),rooriidi,,
roorre,sid,roorre,Noun,,,,be.better-DER,roor-ne,roor-ne (DER),roorre,T (FEM),
roorroota,sid,roorroota,Noun,,,,be.better-DER-PL,roor-n(e)-oota,roor-n(e) (DER)-oota (PL),roorroota,K (MASC),
roorsi,sid,roorsi,Verb,,,,be.better-CAUS-,roor-s-,roor-s (CAUS)-,roorsi,CAUS,
LX001141,sid,rooru ʔisinni,adverbial,,,,be.better-NOM he-ABL,roor(e)-u ʔisi-nni,roor(e)-u (NOM) xisi-nni (ABL),rooru isinni,,
rosaanto,sid,rosaanto,Noun,,,,,,,,,
LX001142,sid,rosaanʧo,Noun,,,,learn-AG-SGLT,ros-aan-ʧo,ros-aan (AGNT)-co (SGLT),rosaancho,K (MASC),
